STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2020,,78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2021,,71,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2022,,78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AL,Albania,2023,,80,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2008,,92,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2009,,93,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2010,,94,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2011,,92,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2012,,94,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2013,,92,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2014,,98,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2015,,101,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2016,,101,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2017,,111,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2018,,109,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2019,,120,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2020,,126,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2021,,125,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2022,,119,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,AT,Austria,2023,,116,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BA,Bosnia and Herzegovina,2010,,16,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BA,Bosnia and Herzegovina,2011,,20,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BA,Bosnia and Herzegovina,2013,,34,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BA,Bosnia and Herzegovina,2014,,34,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BA,Bosnia and Herzegovina,2015,,24,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BA,Bosnia and Herzegovina,2016,,25,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BA,Bosnia and Herzegovina,2019,,41,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BE,Belgium,2008,,118,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BE,Belgium,2009,,148,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BE,Belgium,2010,,218,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BE,Belgium,2011,,218,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BE,Belgium,2012,,223,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BE,Belgium,2013,,215,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BE,Belgium,2015,,0,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2008,,137,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2009,,137,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2010,,128,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2011,,123,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2012,,123,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2013,,123,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2014,,84,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2015,,84,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2016,,13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2017,,13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2018,,13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2019,,13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2020,,12,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2021,,13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2022,,12,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,BG,Bulgaria,2023,,11,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,DK,Denmark,2015,,0,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EE,Estonia,2008,,0,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EE,Estonia,2009,,0,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2008,,285,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2015,,58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2016,,58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2017,,55,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2018,,48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2019,,46,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2020,,42,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2021,,42,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2022,,45,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,EL,Greece,2023,,48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2008,,326,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2009,,462,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2013,,458,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2014,,457,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2015,,445,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2018,,439,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2019,,448,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2020,,461,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2021,,460,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2022,,487,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,FR,France,2023,,455,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2008,,149,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2009,,149,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2010,,124,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2011,,101,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2012,,93,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2013,,99,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2014,,91,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2015,,102,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2017,,86,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2018,,87,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2019,,85,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2020,,81,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2021,,87,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2022,,87,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HR,Croatia,2023,,88,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2008,,657,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2009,,645,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2010,,426,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2011,,423,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2012,,440,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2013,,395,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2014,,412,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2015,,412,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2016,,430,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2017,,446,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2018,,405,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2019,,406,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2020,,409,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2021,,408,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2022,,405,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,HU,Hungary,2023,,401,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IE,Ireland,2008,,235,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IE,Ireland,2009,,217,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IE,Ireland,2010,,205,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IE,Ireland,2019,,267,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IE,Ireland,2020,,273,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IE,Ireland,2021,,265,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IE,Ireland,2022,,251,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IE,Ireland,2023,,248,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IT,Italy,2008,,1287,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IT,Italy,2009,,1243,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IT,Italy,2010,,1245,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IT,Italy,2011,,1217,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IT,Italy,2012,,1195,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IT,Italy,2013,,1139,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IT,Italy,2014,,1130,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,PRISJ,Personnel in juvenile prison,T,Total,NR,Number,IT,Italy,2015,,1126,,,,,
